datetime;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;casual;registered;count;Порядковый номер;;;
12.12.2011 23:00;4;0;1;1;9,84;14,395;75;0;3;42;45;5254;;;
11.02.2012 01:00;1;0;0;3;11,48;14,395;81;8,9981;2;43;45;6116;;;
16.02.2012 12:00;1;0;1;3;13,12;16,665;76;6,0032;1;44;45;6247;;;
18.02.2012 01:00;1;0;0;1;13,12;15,91;49;11,0014;7;38;45;6284;;;
18.02.2012 02:00;1;0;0;1;12,3;14,395;61;16,9979;6;39;45;6285;;;
05.04.2012 00:00;2;0;1;1;21,32;25;23;27,9993;12;33;45;6881;;;
15.04.2012 03:00;2;0;0;2;21,32;25;59;8,9981;18;27;45;7123;;;
01.06.2012 05:00;2;0;1;2;25,42;29,545;78;6,0032;4;41;45;7701;;;
01.06.2012 19:00;2;0;1;3;25,42;28,03;88;23,9994;4;41;45;7715;;;
17.09.2012 00:00;3;0;1;1;22,14;25,76;68;11,0014;14;31;45;9448;;;
17.09.2012 05:00;3;0;1;1;19,68;23,485;82;6,0032;1;44;45;9453;;;
01.10.2012 00:00;4;0;1;1;18,86;22,725;72;7,0015;6;39;45;9520;;;
02.10.2012 10:00;4;0;1;3;23,78;27,275;88;8,9981;3;42;45;9554;;;
05.01.2011 11:00;1;0;1;1;10,66;11,365;33;22,0028;12;34;46;103;;;
04.02.2011 22:00;1;0;1;2;9,84;12,12;65;11,0014;1;45;46;523;;;
09.02.2011 22:00;1;0;1;3;6,56;8,335;80;11,0014;4;42;46;642;;;
01.03.2011 06:00;1;0;1;1;8,2;9,09;59;19,9995;0;46;46;884;;;
04.03.2011 23:00;1;0;1;2;12,3;15,15;75;11,0014;6;40;46;973;;;
04.04.2011 06:00;2;0;1;1;17,22;21,21;58;19,0012;3;43;46;1402;;;
05.04.2011 09:00;2;0;1;3;14,76;15,91;87;32,9975;2;44;46;1429;;;
05.04.2011 22:00;2;0;1;1;13,12;15,15;49;19,9995;3;43;46;1442;;;
13.04.2011 10:00;2;0;1;2;16,4;20,455;87;12,998;4;42;46;1621;;;
18.04.2011 23:00;2;0;1;1;20,5;24,24;59;16,9979;11;35;46;1754;;;
13.07.2011 00:00;3;0;1;1;31,16;35,605;62;0;9;37;46;2979;;;
13.07.2011 15:00;3;0;1;3;26,24;28,03;94;8,9981;13;33;46;2994;;;
14.07.2011 00:00;3;0;1;1;27,06;31,06;69;19,9995;14;32;46;3003;;;
11.08.2011 00:00;3;0;1;1;28,7;31,82;45;7,0015;6;40;46;3387;;;
11.11.2011 06:00;4;1;0;1;11,48;12,88;45;22,0028;0;46;46;4757;;;
12.11.2011 02:00;4;0;0;1;9,84;12,88;65;6,0032;7;39;46;4777;;;
16.11.2011 22:00;4;0;1;3;17,22;21,21;88;15,0013;1;45;46;4893;;;
19.11.2011 02:00;4;0;0;1;9,84;12,12;56;11,0014;12;34;46;4945;;;
07.12.2011 07:00;4;0;1;3;18,04;21,97;100;7,0015;3;43;46;5118;;;
18.12.2011 01:00;4;0;0;1;8,2;11,365;69;7,0015;3;43;46;5376;;;
04.01.2012 11:00;1;0;1;2;3,28;6,06;42;6,0032;6;40;46;5505;;;
06.02.2012 23:00;1;0;1;1;12,3;15,15;65;8,9981;3;43;46;6018;;;
11.02.2012 22:00;1;0;0;2;5,74;5,305;39;26,0027;0;46;46;6137;;;
02.03.2012 00:00;1;0;1;1;13,94;16,665;53;11,0014;1;45;46;6355;;;
08.03.2012 00:00;1;0;1;1;18,04;21,97;62;22,0028;11;35;46;6499;;;
18.03.2012 23:00;1;0;0;1;19,68;23,485;82;11,0014;7;39;46;6761;;;
15.04.2012 07:00;2;0;0;1;20,5;24,24;63;7,0015;16;30;46;7127;;;
11.05.2012 01:00;2;0;1;1;18,86;22,725;51;8,9981;14;32;46;7481;;;
18.07.2012 05:00;3;0;1;1;29,52;34,09;70;11,0014;5;41;46;8565;;;
19.08.2012 23:00;3;0;0;2;25,42;29,545;73;0;7;39;46;9063;;;
09.09.2012 03:00;3;0;0;1;22,14;25,76;73;15,0013;14;32;46;9259;;;
05.10.2012 01:00;4;0;1;1;22,14;25,76;68;7,0015;3;43;46;9617;;;
03.11.2012 02:00;4;0;0;2;13,94;15,91;49;16,9979;10;36;46;10026;;;
18.11.2012 03:00;4;0;0;2;12,3;15,15;81;11,0014;9;37;46;10386;;;
04.12.2012 05:00;4;0;1;2;18,04;21,97;88;0;1;45;46;10508;;;
10.01.2011 14:00;1;0;1;2;8,2;9,85;40;15,0013;0;47;47;224;;;
11.01.2011 15:00;1;0;1;2;6,56;9,85;80;6,0032;2;45;47;247;;;
17.01.2011 09:00;1;1;0;2;6,56;7,575;47;15,0013;8;39;47;382;;;
19.01.2011 10:00;1;0;1;2;10,66;13,635;93;8,9981;1;46;47;418;;;
01.02.2011 10:00;1;0;1;2;6,56;11,365;93;0;0;47;47;441;;;
03.02.2011 14:00;1;0;1;1;9,02;9,85;37;26,0027;4;43;47;492;;;
05.02.2011 11:00;1;0;0;3;9,02;11,365;100;8,9981;1;46;47;536;;;
07.02.2011 11:00;1;0;1;1;12,3;15,91;65;6,0032;11;36;47;584;;;
11.02.2011 21:00;1;0;1;1;8,2;10,605;59;8,9981;1;46;47;686;;;
13.02.2011 09:00;1;0;0;2;9,84;11,365;60;15,0013;12;35;47;721;;;
13.02.2011 20:00;1;0;0;1;16,4;20,455;35;22,0028;15;32;47;732;;;
17.02.2011 06:00;1;0;1;1;12,3;15,15;70;8,9981;3;44;47;812;;;
19.02.2011 20:00;1;0;0;1;13,12;14,395;28;35,0008;9;38;47;874;;;
01.03.2011 22:00;1;0;1;1;9,84;13,635;62;7,0015;3;44;47;900;;;
14.03.2011 22:00;1;0;1;1;13,12;16,665;49;7,0015;4;43;47;1205;;;
14.04.2011 23:00;2;0;1;1;18,86;22,725;59;7,0015;7;40;47;1658;;;
15.04.2011 06:00;2;1;0;1;14,76;18,18;81;6,0032;5;42;47;1665;;;
15.05.2011 01:00;2;0;0;2;21,32;25;100;7,0015;4;43;47;2116;;;
05.06.2011 03:00;2;0;0;2;25,42;30,305;65;11,0014;22;25;47;2334;;;
09.06.2011 00:00;2;0;1;2;30,34;35,605;79;8,9981;7;40;47;2427;;;
16.06.2011 00:00;2;0;1;1;24,6;31,06;56;7,0015;9;38;47;2595;;;
08.07.2011 00:00;3;0;1;1;30,34;34,85;66;7,0015;6;41;47;2859;;;
17.07.2011 03:00;3;0;0;1;26,24;30,305;69;15,0013;21;26;47;3078;;;
02.10.2011 00:00;4;0;0;3;14,76;16,665;93;19,9995;4;43;47;4080;;;
13.10.2011 23:00;4;0;1;2;23,78;27,275;88;12,998;2;45;47;4367;;;
02.05.2012 00:00;2;0;1;1;24,6;28,79;78;7,0015;4;43;47;7264;;;
16.06.2012 06:00;2;0;0;1;22,14;25,76;68;12,998;11;36;47;8062;;;
15.07.2012 07:00;3;0;0;1;28,7;33,335;79;6,0032;17;30;47;8495;;;
01.08.2012 00:00;3;0;1;1;27,88;31,82;79;11,0014;3;44;47;8608;;;
07.08.2012 00:00;3;0;1;1;28,7;33,335;84;12,998;15;32;47;8752;;;
13.08.2012 00:00;3;0;1;1;27,06;31,06;65;7,0015;14;33;47;8896;;;
14.12.2012 00:00;4;0;1;1;9,02;12,88;64;6,0032;4;43;47;10743;;;
17.12.2012 23:00;4;0;1;3;17,22;21,21;94;15,0013;6;41;47;10838;;;
04.01.2011 21:00;1;0;1;1;9,02;13,635;64;0;0;48;48;90;;;
06.01.2011 21:00;1;0;1;2;9,02;10,605;55;15,0013;0;48;48;136;;;
09.01.2011 18:00;1;0;0;1;6,56;6,82;40;22,0028;4;44;48;204;;;
08.02.2011 10:00;1;0;1;1;9,02;9,09;47;36,9974;4;44;48;607;;;
10.02.2011 14:00;1;0;1;1;8,2;9,09;27;19,0012;6;42;48;657;;;
02.03.2011 22:00;1;0;1;1;12,3;12,88;26;36,9974;4;44;48;924;;;
19.03.2011 08:00;1;0;0;1;17,22;21,21;47;32,9975;11;37;48;1308;;;
04.04.2011 23:00;2;0;1;2;26,24;31,06;47;15,0013;18;30;48;1419;;;
16.09.2011 00:00;3;0;1;1;17,22;21,21;71;15,0013;5;43;48;3960;;;
16.10.2011 07:00;4;0;0;1;16,4;20,455;62;8,9981;9;39;48;4423;;;
07.11.2011 23:00;4;0;1;1;14,76;18,18;87;6,0032;1;47;48;4678;;;
08.11.2011 23:00;4;0;1;1;14,76;18,94;81;0;3;45;48;4702;;;
01.01.2012 00:00;1;0;0;1;14,76;18,94;66;0;5;43;48;5423;;;
11.02.2012 21:00;1;0;0;1;5,74;3,79;43;43,0006;5;43;48;6136;;;
19.02.2012 02:00;1;0;0;2;12,3;14,395;36;19,0012;3;45;48;6309;;;
03.03.2012 08:00;1;0;0;3;14,76;18,94;93;0;2;46;48;6387;;;
04.05.2012 01:00;2;0;1;1;24,6;28,79;78;7,0015;15;33;48;7313;;;
14.06.2012 00:00;2;0;1;1;24,6;31,06;53;19,9995;3;45;48;8008;;;
17.06.2012 07:00;2;0;0;1;21,32;25;72;6,0032;18;30;48;8087;;;
14.07.2012 07:00;3;0;0;1;26,24;29,545;78;19,0012;7;41;48;8471;;;
12.08.2012 03:00;3;0;0;1;25,42;29,545;73;6,0032;11;37;48;8875;;;
12.09.2012 05:00;3;0;1;1;20,5;24,24;72;6,0032;4;44;48;9333;;;
16.09.2012 03:00;3;0;0;1;20,5;24,24;68;0;10;38;48;9427;;;
18.09.2012 05:00;3;0;1;2;26,24;28,79;89;22,0028;3;45;48;9477;;;
15.10.2012 00:00;4;0;1;2;22,96;26,515;73;16,9979;17;31;48;9856;;;
16.10.2012 00:00;4;0;1;1;18,86;22,725;63;26,0027;3;45;48;9880;;;
11.11.2012 03:00;4;0;0;1;13,94;18,18;81;0;9;39;48;10218;;;
07.12.2012 00:00;4;0;1;1;9,84;12,88;70;7,0015;3;45;48;10575;;;
09.12.2012 03:00;4;0;0;2;16,4;20,455;87;7,0015;14;34;48;10626;;;
15.12.2012 07:00;4;0;0;2;9,84;12,88;75;6,0032;1;47;48;10774;;;
09.01.2011 10:00;1;0;0;1;5,74;5,305;43;26,0027;0;49;49;196;;;
09.01.2011 11:00;1;0;0;1;6,56;6,06;40;35,0008;2;47;49;197;;;
12.01.2011 13:00;1;0;1;1;9,02;9,85;44;23,9994;0;49;49;267;;;
12.01.2011 15:00;1;0;1;1;8,2;8,335;47;27,9993;1;48;49;269;;;
02.02.2011 07:00;1;0;1;3;9,02;10,605;93;15,0013;1;48;49;462;;;
09.03.2011 06:00;1;0;1;2;9,84;12,88;85;7,0015;5;44;49;1074;;;
12.03.2011 23:00;1;0;0;1;15,58;19,695;66;6,0032;11;38;49;1160;;;
12.04.2011 11:00;2;0;1;1;21,32;25;77;23,9994;11;38;49;1598;;;
17.05.2011 06:00;2;0;1;3;21,32;25;94;16,9979;0;49;49;2169;;;
18.12.2011 22:00;4;0;0;1;9,02;11,365;75;12,998;2;47;49;5397;;;
09.01.2012 16:00;1;0;1;3;9,02;12,88;87;6,0032;3;46;49;5630;;;
11.01.2012 22:00;1;0;1;3;13,94;16,665;87;12,998;0;49;49;5683;;;
16.01.2012 21:00;1;1;0;1;11,48;12,88;52;22,0028;3;46;49;5802;;;
18.05.2012 01:00;2;0;1;1;20,5;24,24;59;6,0032;16;33;49;7649;;;
04.06.2012 00:00;2;0;1;1;23,78;27,275;53;0;11;38;49;7768;;;
06.06.2012 00:00;2;0;1;1;21,32;25;59;6,0032;3;46;49;7816;;;
01.08.2012 05:00;3;0;1;2;26,24;29,545;78;8,9981;3;46;49;8613;;;
04.08.2012 06:00;3;0;0;1;28,7;33,335;84;15,0013;12;37;49;8686;;;
06.09.2012 10:00;3;0;1;3;27,06;29,545;94;8,9981;9;40;49;9194;;;
12.09.2012 00:00;3;0;1;1;21,32;25;72;7,0015;8;41;49;9328;;;
17.10.2012 00:00;4;0;1;1;15,58;19,695;76;0;1;48;49;9904;;;
12.11.2012 00:00;4;1;0;1;17,22;21,21;71;7,0015;6;43;49;10239;;;
17.11.2012 02:00;4;0;0;1;10,66;12,88;65;12,998;8;41;49;10361;;;
05.12.2012 05:00;4;0;1;1;20,5;24,24;59;19,0012;1;48;49;10532;;;
07.01.2011 14:00;1;0;1;2;8,2;9,85;40;16,9979;7;43;50;152;;;
07.02.2011 15:00;1;0;1;2;15,58;19,695;54;6,0032;4;46;50;588;;;
08.02.2011 11:00;1;0;1;1;9,02;9,09;47;31,0009;1;49;50;608;;;
08.02.2011 13:00;1;0;1;2;9,84;9,85;32;30,0026;2;48;50;610;;;
10.02.2011 15:00;1;0;1;1;8,2;9,85;25;16,9979;0;50;50;658;;;
18.02.2011 06:00;1;0;1;2;18,04;21,97;72;11,0014;2;48;50;836;;;
03.03.2011 11:00;1;0;1;1;8,2;11,365;29;6,0032;10;40;50;937;;;
17.03.2011 23:00;1;0;1;1;17,22;21,21;62;19,0012;7;43;50;1276;;;
19.03.2011 23:00;1;0;0;1;15,58;19,695;40;19,9995;13;37;50;1323;;;
01.05.2011 02:00;2;0;0;1;17,22;21,21;77;7,0015;7;43;50;1781;;;
08.05.2011 23:00;2;0;0;1;18,86;22,725;88;6,0032;9;41;50;1970;;;
15.05.2011 02:00;2;0;0;2;21,32;25;100;8,9981;13;37;50;2117;;;
17.07.2011 07:00;3;0;0;1;26,24;30,305;73;11,0014;20;30;50;3082;;;
06.11.2011 23:00;4;0;0;1;13,94;17,425;87;6,0032;7;43;50;4654;;;
03.12.2011 02:00;4;0;0;1;10,66;12,88;65;11,0014;9;41;50;5017;;;
06.12.2011 10:00;4;0;1;3;18,86;22,725;94;19,0012;6;44;50;5097;;;
07.12.2011 11:00;4;0;1;3;18,04;21,97;100;6,0032;3;47;50;5122;;;
15.12.2011 00:00;4;0;1;1;13,12;15,91;70;11,0014;5;45;50;5303;;;
09.01.2012 14:00;1;0;1;3;9,02;11,365;75;11,0014;5;45;50;5628;;;
14.01.2012 01:00;1;0;0;1;6,56;7,575;47;12,998;6;44;50;5734;;;
05.02.2012 20:00;1;0;0;1;11,48;13,635;56;12,998;3;47;50;5992;;;
02.03.2012 16:00;1;0;1;3;16,4;20,455;58;19,9995;1;49;50;6371;;;
19.05.2012 06:00;2;0;0;1;18,04;21,97;72;6,0032;12;38;50;7678;;;
03.06.2012 03:00;2;0;0;1;21,32;25;63;7,0015;16;34;50;7747;;;
01.07.2012 07:00;3;0;0;1;30,34;34,85;70;0;13;37;50;8159;;;
16.07.2012 05:00;3;0;1;1;27,06;30,305;78;7,0015;10;40;50;8517;;;
02.11.2012 00:00;4;0;1;1;13,94;16,665;57;11,0014;10;40;50;10000;;;
04.11.2012 07:00;4;0;0;1;10,66;13,635;65;7,0015;11;39;50;10055;;;
13.11.2012 06:00;4;0;1;3;13,12;14,395;81;31,0009;2;48;50;10269;;;
01.12.2012 02:00;4;0;0;2;10,66;15,15;81;0;3;47;50;10433;;;
03.01.2011 11:00;1;0;1;1;8,2;9,09;40;22,0028;10;41;51;57;;;
07.01.2011 20:00;1;0;1;1;7,38;10,605;47;7,0015;1;50;51;158;;;
11.01.2011 19:00;1;0;1;3;6,56;11,365;93;0;0;51;51;251;;;
01.02.2011 11:00;1;0;1;2;7,38;12,12;86;0;2;49;51;442;;;
03.02.2011 13:00;1;0;1;1;8,2;8,335;40;27,9993;4;47;51;491;;;
04.02.2011 10:00;1;0;1;2;8,2;10,605;51;8,9981;5;46;51;511;;;
08.02.2011 15:00;1;0;1;1;9,02;9,85;35;26,0027;6;45;51;612;;;
10.02.2011 22:00;1;0;1;1;4,92;9,85;39;0;4;47;51;665;;;
12.02.2011 21:00;1;0;0;1;10,66;15,15;41;0;9;42;51;710;;;
13.02.2011 21:00;1;0;0;1;16,4;20,455;35;23,9994;6;45;51;733;;;
03.03.2011 21:00;1;0;1;1;7,38;10,605;40;7,0015;3;48;51;947;;;
17.03.2011 06:00;1;0;1;1;13,12;15,91;76;12,998;4;47;51;1259;;;
19.03.2011 01:00;1;0;0;2;23,78;27,275;46;23,9994;16;35;51;1301;;;
08.04.2011 22:00;2;0;1;2;12,3;13,635;93;19,9995;9;42;51;1514;;;
18.07.2011 00:00;3;0;1;1;28,7;33,335;74;8,9981;21;30;51;3099;;;
19.07.2011 00:00;3;0;1;1;30,34;34,85;66;7,0015;25;26;51;3123;;;
01.09.2011 00:00;3;0;1;1;24,6;28,79;78;7,0015;18;33;51;3603;;;
07.12.2011 18:00;4;0;1;3;16,4;20,455;94;19,9995;3;48;51;5129;;;
14.12.2011 23:00;4;0;1;1;13,12;15,91;70;11,0014;3;48;51;5302;;;
05.02.2012 01:00;1;0;0;2;9,84;12,88;93;7,0015;5;46;51;5973;;;
07.02.2012 23:00;1;0;1;1;13,12;16,665;57;8,9981;2;49;51;6042;;;
10.03.2012 01:00;1;0;0;1;12,3;14,395;36;16,9979;1;50;51;6548;;;
08.04.2012 23:00;2;0;0;1;20,5;24,24;39;16,9979;10;41;51;6976;;;
18.04.2012 14:00;2;0;1;3;18,04;21,97;72;7,0015;8;43;51;7206;;;
09.05.2012 20:00;2;0;1;3;20,5;24,24;82;15,0013;3;48;51;7452;;;
15.06.2012 01:00;2;0;1;1;23,78;27,275;78;12,998;9;42;51;8033;;;
08.10.2012 00:00;4;1;0;1;15,58;19,695;76;19,0012;7;44;51;9688;;;
14.10.2012 07:00;4;0;0;1;17,22;21,21;82;15,0013;7;44;51;9839;;;
02.12.2012 23:00;4;0;0;2;17,22;21,21;82;8,9981;7;44;51;10478;;;
09.12.2012 23:00;4;0;0;3;14,76;18,18;100;6,0032;3;48;51;10646;;;
03.01.2011 20:00;1;0;1;1;8,2;11,365;47;7,0015;3;49;52;66;;;
03.01.2011 21:00;1;0;1;1;7,38;9,85;64;8,9981;3;49;52;67;;;
06.01.2011 22:00;1;0;1;2;9,02;10,605;51;19,0012;1;51;52;137;;;
10.01.2011 12:00;1;0;1;2;8,2;9,09;40;19,0012;5;47;52;222;;;
11.01.2011 13:00;1;0;1;2;8,2;11,365;59;6,0032;6;46;52;245;;;
13.01.2011 12:00;1;0;1;1;8,2;8,335;44;27,9993;3;49;52;290;;;
14.01.2011 21:00;1;0;1;1;6,56;11,365;69;0;4;48;52;322;;;
19.01.2011 11:00;1;0;1;2;11,48;15,15;87;6,0032;5;47;52;419;;;
01.02.2011 07:00;1;0;1;3;6,56;11,365;93;0;0;52;52;438;;;
01.02.2011 13:00;1;0;1;2;8,2;12,88;86;0;3;49;52;444;;;
01.02.2011 15:00;1;0;1;2;9,84;14,395;75;0;7;45;52;446;;;
02.02.2011 11:00;1;0;1;2;9,84;11,365;93;12,998;5;47;52;466;;;
03.02.2011 10:00;1;0;1;1;7,38;7,575;43;22,0028;2;50;52;488;;;
05.02.2011 12:00;1;0;0;3;9,02;11,365;100;11,0014;10;42;52;537;;;
15.02.2011 10:00;1;0;1;1;9,84;10,605;27;19,0012;5;47;52;769;;;
06.03.2011 00:00;1;0;0;2;17,22;21,21;77;23,9994;11;41;52;998;;;
19.04.2011 23:00;2;0;1;1;18,86;22,725;88;6,0032;11;41;52;1778;;;
04.05.2011 07:00;2;0;1;3;13,94;15,15;93;23,9994;6;46;52;1858;;;
07.05.2011 02:00;2;0;0;1;17,22;21,21;82;6,0032;5;47;52;1925;;;
13.05.2011 00:00;2;0;1;2;21,32;25;83;11,0014;6;46;52;2067;;;
14.05.2011 02:00;2;0;0;2;20,5;24,24;88;8,9981;15;37;52;2093;;;
15.06.2011 00:00;2;0;1;1;22,96;26,515;64;23,9994;8;44;52;2571;;;
02.07.2011 02:00;3;0;0;1;26,24;31,06;53;0;9;43;52;2717;;;
16.07.2011 07:00;3;0;0;1;25,42;29,545;73;8,9981;14;38;52;3058;;;
08.09.2011 19:00;3;0;1;3;25,42;25,76;100;22,0028;1;51;52;3788;;;
10.09.2011 07:00;3;0;0;1;24,6;27,275;88;8,9981;9;43;52;3824;;;
13.10.2011 06:00;4;0;1;3;22,14;25,76;100;6,0032;1;51;52;4350;;;
05.11.2011 00:00;4;0;0;1;13,12;14,395;45;23,9994;4;48;52;4607;;;
07.12.2011 17:00;4;0;1;3;16,4;20,455;100;22,0028;4;48;52;5128;;;
11.12.2011 02:00;4;0;0;1;7,38;8,335;55;16,9979;5;47;52;5209;;;
01.01.2012 03:00;1;0;0;1;12,3;16,665;81;0;11;41;52;5426;;;
04.01.2012 22:00;1;0;1;2;8,2;11,365;47;6,0032;4;48;52;5516;;;
09.01.2012 23:00;1;0;1;2;9,02;12,12;87;7,0015;1;51;52;5637;;;
11.03.2012 23:00;1;0;0;1;16,4;20,455;50;11,0014;12;40;52;6593;;;
08.07.2012 07:00;3;0;0;1;32,8;40,15;66;0;19;33;52;8327;;;
03.10.2012 00:00;4;0;1;3;25,42;27,275;94;0;5;47;52;9568;;;
16.10.2012 05:00;4;0;1;1;17,22;21,21;67;16,9979;5;47;52;9885;;;
02.01.2011 10:00;1;0;0;2;14,76;17,425;81;15,0013;7;46;53;34;;;
02.01.2011 18:00;1;0;0;2;14,76;16,665;46;22,0028;10;43;53;42;;;
14.01.2011 11:00;1;0;1;1;7,38;8,335;51;19,0012;6;47;53;312;;;
11.02.2011 23:00;1;0;1;1;7,38;12,12;69;0;5;48;53;688;;;
14.02.2011 11:00;1;0;1;1;21,32;25;23;16,9979;10;43;53;747;;;
03.03.2011 22:00;1;0;1;1;8,2;12,88;40;0;3;50;53;948;;;
11.03.2011 21:00;1;0;1;2;12,3;14,395;52;16,9979;10;43;53;1134;;;
12.03.2011 08:00;1;0;0;1;10,66;12,88;65;11,0014;9;44;53;1145;;;
01.04.2011 23:00;2;0;1;1;12,3;15,91;61;6,0032;12;41;53;1347;;;
02.04.2011 23:00;2;0;0;1;13,12;15,91;61;11,0014;20;33;53;1371;;;
08.04.2011 19:00;2;0;1;3;12,3;13,635;93;27,9993;1;52;53;1511;;;
10.04.2011 00:00;2;0;0;2;15,58;19,695;87;6,0032;5;48;53;1540;;;
16.04.2011 20:00;2;0;0;3;18,04;21,97;94;15,0013;4;49;53;1703;;;
09.05.2011 00:00;2;0;1;1;18,86;22,725;82;6,0032;31;22;53;1971;;;
18.06.2011 02:00;2;0;0;1;24,6;27,275;88;0;16;37;53;2645;;;
09.07.2011 01:00;3;0;0;2;26,24;28,79;89;7,0015;5;48;53;2884;;;
06.08.2011 02:00;3;0;0;1;27,06;30,305;78;15,0013;14;39;53;3269;;;
10.10.2011 00:00;4;1;0;1;20,5;24,24;94;0;11;42;53;4272;;;
19.11.2011 00:00;4;0;0;1;10,66;12,88;56;12,998;4;49;53;4943;;;
06.12.2011 23:00;4;0;1;3;18,86;22,725;100;11,0014;5;48;53;5110;;;
02.01.2012 08:00;1;1;0;1;9,84;11,365;35;16,9979;2;51;53;5454;;;
11.02.2012 00:00;1;0;0;2;12,3;15,15;70;8,9981;3;50;53;6115;;;
16.02.2012 15:00;1;0;1;3;13,94;18,18;76;0;3;50;53;6250;;;
03.07.2012 00:00;3;0;1;1;29,52;33,335;54;0;9;44;53;8200;;;
17.07.2012 00:00;3;0;1;1;29,52;35,605;84;7,0015;10;43;53;8536;;;
18.07.2012 00:00;3;0;1;1;31,16;36,365;66;11,0014;8;45;53;8560;;;
04.11.2012 23:00;4;0;0;2;12,3;15,15;56;11,0014;12;41;53;10071;;;
05.11.2012 23:00;4;0;1;1;10,66;13,635;60;8,9981;0;53;53;10095;;;
04.01.2011 20:00;1;0;1;1;9,84;12,88;48;7,0015;1;53;54;89;;;
10.01.2011 13:00;1;0;1;2;8,2;9,09;40;19,0012;4;50;54;223;;;
11.01.2011 10:00;1;0;1;2;8,2;10,605;51;11,0014;3;51;54;242;;;
12.01.2011 07:00;1;0;1;1;5,74;7,575;69;8,9981;0;54;54;261;;;
01.02.2011 14:00;1;0;1;2;9,02;12,88;80;6,0032;5;49;54;445;;;
03.02.2011 21:00;1;0;1;1;7,38;10,605;55;7,0015;1;53;54;499;;;
08.02.2011 21:00;1;0;1;1;5,74;5,305;33;31,0009;8;46;54;618;;;
07.03.2011 21:00;1;0;1;1;11,48;13,635;38;15,0013;1;53;54;1041;;;
07.04.2011 23:00;2;0;1;1;15,58;19,695;76;16,9979;9;45;54;1491;;;
08.04.2011 21:00;2;0;1;2;12,3;14,395;93;16,9979;11;43;54;1513;;;
09.04.2011 08:00;2;0;0;2;13,12;15,15;93;11,0014;7;47;54;1524;;;
11.04.2011 23:00;2;0;1;3;23,78;27,275;60;0;16;38;54;1586;;;
12.04.2011 09:00;2;0;1;3;18,86;22,725;94;32,9975;4;50;54;1596;;;
12.04.2011 22:00;2;0;1;2;16,4;20,455;94;19,9995;7;47;54;1609;;;
18.04.2011 06:00;2;0;1;1;16,4;20,455;82;0;3;51;54;1737;;;
18.05.2011 12:00;2;0;1;1;22,96;26,515;94;19,9995;12;42;54;2199;;;
05.08.2011 00:00;3;0;1;1;27,06;31,06;74;7,0015;13;41;54;3243;;;
05.09.2011 01:00;3;1;0;2;27,88;31,82;79;7,0015;19;35;54;3700;;;
18.09.2011 23:00;3;0;0;1;22,14;25,76;68;12,998;10;44;54;4031;;;
03.10.2011 23:00;4;0;1;2;16,4;20,455;82;7,0015;11;43;54;4127;;;
12.10.2011 23:00;4;0;1;3;22,14;25,76;94;6,0032;13;41;54;4343;;;
12.11.2011 01:00;4;0;0;1;9,84;12,12;60;8,9981;9;45;54;4776;;;
16.11.2011 12:00;4;0;1;3;18,86;22,725;100;0;5;49;54;4883;;;
08.02.2012 15:00;1;0;1;3;12,3;15,91;61;7,0015;5;49;54;6058;;;
06.03.2012 23:00;1;0;1;1;11,48;13,635;61;15,0013;3;51;54;6474;;;
09.03.2012 00:00;1;0;1;2;23,78;27,275;49;31,0009;3;51;54;6523;;;
19.03.2012 23:00;1;0;1;2;22,96;26,515;78;8,9981;9;45;54;6785;;;
07.04.2012 07:00;2;0;0;1;13,12;15,15;33;19,0012;14;40;54;6936;;;
17.08.2012 01:00;3;0;1;1;27,06;12,12;65;7,0015;16;38;54;8993;;;
17.12.2012 22:00;4;0;1;2;17,22;21,21;94;8,9981;5;49;54;10837;;;
08.01.2011 18:00;1;0;0;1;5,74;6,06;39;19,9995;3;52;55;180;;;
12.01.2011 12:00;1;0;1;1;8,2;7,575;47;39,0007;3;52;55;266;;;
01.02.2011 12:00;1;0;1;2;8,2;12,88;86;0;2;53;55;443;;;
05.02.2011 14:00;1;0;0;3;9,02;13,635;100;0;5;50;55;539;;;
07.02.2011 10:00;1;0;1;1;9,84;12,88;75;7,0015;6;49;55;583;;;
14.02.2011 10:00;1;0;1;1;18,04;21,97;33;15,0013;9;46;55;746;;;
19.02.2011 09:00;1;0;0;1;16,4;20,455;16;43,9989;18;37;55;863;;;
08.03.2011 22:00;1;0;1;1;12,3;14,395;49;15,0013;11;44;55;1066;;;
15.03.2011 21:00;1;0;1;3;13,12;16,665;81;7,0015;2;53;55;1227;;;
02.04.2011 08:00;2;0;0;1;12,3;15,91;70;7,0015;10;45;55;1356;;;
02.04.2011 22:00;2;0;0;1;13,12;15,15;61;19,9995;14;41;55;1370;;;
10.04.2011 08:00;2;0;0;2;15,58;19,695;94;6,0032;17;38;55;1548;;;
05.07.2011 00:00;3;0;1;2;28,7;32,575;65;11,0014;19;36;55;2787;;;
09.07.2011 02:00;3;0;0;1;26,24;28,79;89;11,0014;12;43;55;2885;;;
11.07.2011 23:00;3;0;1;1;28,7;33,335;79;8,9981;11;44;55;2954;;;
07.08.2011 23:00;3;0;0;1;28,7;33,335;79;7,0015;12;43;55;3314;;;
09.10.2011 02:00;4;0;0;1;18,86;22,725;88;0;20;35;55;4250;;;
12.10.2011 16:00;4;0;1;2;22,96;26,515;88;15,0013;5;50;55;4336;;;
